index,config_1,config_2,config_3
5495a0d,5495a0d,5495a0d,5495a0d
5495a0e4,5495a0e4,5495a0f,5495a0f
5495a0ec,5495a0ec,5495a0f,5495a0f
5495a0f4,5495a0f4,5495a0f,5495a0f
5495a0fc,5495a0fc,5495a0f,5495a0f
5495a11,5495a11,5495a11,5495a14
5495a13,5495a13,5495a13,5495a14
5495a15,5495a15,5495a15,5495a14
5495a17,5495a17,5495a17,5495a14
5495a19,5495a19,5495a19,5495a1c
5495a1b,5495a1b,5495a1b,5495a1c
5495a1d,5495a1d,5495a1d,5495a1c
5495a1e4,5495a1e4,5495a1f,5495a1c
5495a1ec,5495a1ec,5495a1f,5495a1c
5495a1f4,5495a1f4,5495a1f,5495a1c
5495a1fc,5495a1fc,5495a1f,5495a1c
5495a21,5495a21,5495a21,5495a24
5495a23,5495a23,5495a23,5495a24
5495a25,5495a25,5495a25,5495a24
5495a27,5495a27,5495a27,5495a24
5495a2c,5495a2c,5495a2c,5495a2c
5495a34,5495a34,5495a34,5495a34
5495a39,5495a39,5495a39,5495a3c
5495a3b,5495a3b,5495a3b,5495a3c
5495a3d,5495a3d,5495a3d,5495a3c
5495a3f,5495a3f,5495a3f,5495a3c
5495a5,5495a5,5495a5,5495a5
5495a64,5495a64,5495a64,5495a64
5495a69,5495a69,5495a69,5495a6c
5495a6b,5495a6b,5495a6b,5495a6c
5495a6c4,5495a6c4,5495a6d,5495a6c
5495a6cc,5495a6cc,5495a6d,5495a6c
5495a6d4,5495a6d4,5495a6d,5495a6c
5495a6dc,5495a6dc,5495a6d,5495a6c
5495a6f,5495a6f,5495a6f,5495a6c
5495a704,5495a704,5495a71,5495a74
5495a70c,5495a70c,5495a71,5495a74
5495a714,5495a714,5495a71,5495a74
5495a71c,5495a71c,5495a71,5495a74
5495a724,5495a724,5495a73,5495a74
5495a72c,5495a72c,5495a73,5495a74
5495a734,5495a734,5495a73,5495a74
5495a73c,5495a73c,5495a73,5495a74
5495a75,5495a75,5495a75,5495a74
5495a77,5495a77,5495a77,5495a74
5495a79,5495a79,5495a79,5495a7c
5495a7b,5495a7b,5495a7b,5495a7c
5495a7d,5495a7d,5495a7d,5495a7c
5495a7f,5495a7f,5495a7f,5495a7c
5495a81,5495a81,5495ac,5495ac
5495a83,5495a83,5495ac,5495ac
5495a9c,5495a9c,5495ac,5495ac
5495bc,5495bc,5495bc,5495bc
5495e4,5495e4,5495e4,5495f
5495ec,5495ec,5495ec,5495f
5495f4,5495f4,5495f4,5495f
5495f9,5495f9,5495f9,5495f
5495fd,5495fd,5495fd,5495f
5495fe4,5495fe4,5495ff,5495f
5495fec,5495fec,5495ff,5495f
5495ff4,5495ff4,5495ff,5495f
549604,549604,549604,5497
54960b,54960b,54960c,5497
54960d,54960d,54960c,5497
54960f,54960f,54960c,5497
549614,549614,549614,5497
54961c,54961c,54961c,5497
5499,5499,5499,5499
549e4,549e4,549e4,549e4
549f84,549f84,549f84,549f9
549f884,549f884,549f8c,549f9
549f89c,549f89c,549f8c,549f9
549f8b,549f8b,549f8c,549f9
549f8d,549f8d,549f8c,549f9
549f94,549f94,549f94,549f9
549fc4,549fc4,549fd,549fd
549fcc,549fcc,549fd,549fd
549fd4,549fd4,549fd,549fd
549ff,549ff,549ff,549ff
53603,53603,53604,53604
53604c,53604c,53604,53604
536054,536054,53604,53604
53605c,53605c,53604,53604
53608c,53608c,53609,53609
536093,536093,53609,53609
536095,536095,53609,53609
536097,536097,53609,53609
5360a24,5360a24,5360b,5360b
5360a29,5360a29,5360b,5360b
5360a2b,5360a2b,5360b,5360b
5360a2f,5360a2f,5360b,5360b
5360a5,5360a5,5360b,5360b
5360a7,5360a7,5360b,5360b
5360bc,5360bc,5360b,5360b
5360ec,5360ec,5360ec,5360f
5360f1,5360f1,5360f1,5360f
5360f24,5360f24,5360f3,5360f
5360f2c,5360f2c,5360f3,5360f
5360f3c,5360f3c,5360f3,5360f
5360f7,5360f7,5360f7,5360f
536140c,536140c,536141,536144
536141c,536141c,536141,536144
536143,536143,536143,536144
536145,536145,536145,536144
5361464,5361464,536147,536144
536146c,536146c,536147,536144
5361474,5361474,536147,536144
536147c,536147c,536147,536144
536151,536151,536154,536154
536155,536155,536154,536154
536157,536157,536154,536154
53615c,53615c,53615c,53615c
5361624,5361624,536163,536164
536163d,536163d,536163,536164
536163f,536163f,536163,536164
536165,536165,536165,536164
5361664,5361664,536167,536164
536166c,536166c,536167,536164
536168c,536168c,53616c,53616c
5361694,5361694,53616c,53616c
536169c,536169c,53616c,53616c
53617c,53617c,53617c,53617c
536181,536181,536184,53619
536183,536183,536184,53619
536185,536185,536184,53619
536194,536194,536194,53619
53619c,53619c,53619c,53619
5361b3,5361b3,5361b,5361b
5361b5,5361b5,5361b,5361b
5361b7,5361b7,5361b,5361b
5361c1,5361c1,5361c1,5361d
5361c3,5361c3,5361c3,5361d
5361c5,5361c5,5361c5,5361d
5361c64,5361c64,5361c7,5361d
5361c6c,5361c6c,5361c7,5361d
5361c7c,5361c7c,5361c7,5361d
5361cc,5361cc,5361cc,5361d
5361dc,5361dc,5361dc,5361d
5361f,5361f,5361f,5361f
536389,536389,53639,53639
53638b,53638b,53639,53639
53638f,53638f,53639,53639
536394,536394,53639,53639
5363c1,5363c1,5363c4,5363c4
5363c3,5363c3,5363c4,5363c4
5363c5,5363c5,5363c4,5363c4
5363cc,5363cc,5363cc,5363cc
5363d04,5363d04,5363d1,5363d4
5363d0c,5363d0c,5363d1,5363d4
5363d14,5363d14,5363d1,5363d4
5363d1c,5363d1c,5363d1,5363d4
5363d5,5363d5,5363d5,5363d4
5363d64,5363d64,5363d7,5363d4
5363d6c,5363d6c,5363d7,5363d4
5363d8c,5363d8c,5363d9,5363dc
5363d94,5363d94,5363d9,5363dc
5363da4,5363da4,5363db,5363dc
5363dac,5363dac,5363db,5363dc
5363dbc,5363dbc,5363db,5363dc
5363ec,5363ec,5363f,5363f
5363f4,5363f4,5363f,5363f
5363f9,5363f9,5363f,5363f
5363fe4,5363fe4,5363f,5363f
5363fec,5363fec,5363f,5363f
5363ff4,5363ff4,5363f,5363f
5363ffc,5363ffc,5363f,5363f
53644,53644,5365,5365
5365c,5365c,5365,5365
53660c,53660c,53660c,53661
536614,536614,536614,53661
536619,536619,53661c,53661
53661b,53661b,53661c,53661
53661c4,53661c4,53661c,53661
53661cc,53661cc,53661c,53661
53661d4,53661d4,53661c,53661
536624,536624,536624,53663
53662c,53662c,53662c,53663
5366394,5366394,536639,53663
536639c,536639c,536639,53663
53663d,53663d,53663d,53663
53663e4,53663e4,53663f,53663
53663ec,53663ec,53663f,53663
53663f4,53663f4,53663f,53663
536640c,536640c,536644,536644
5366414,5366414,536644,536644
536641c,536641c,536644,536644
536643,536643,536644,536644
536645,536645,536644,536644
536647,536647,536644,536644
53664c,53664c,53664c,53664c
5366504,5366504,536651,536654
536650c,536650c,536651,536654
5366514,5366514,536651,536654
536653,536653,536653,536654
536655,536655,536655,536654
536657,536657,536657,536654
53665c,53665c,53665c,53665c
53667,53667,53667,53667
5366a94,5366a94,5366ac,5366b
5366a9c,5366a9c,5366ac,5366b
5366ad,5366ad,5366ac,5366b
5366b24,5366b24,5366b3,5366b
5366b3c,5366b3c,5366b3,5366b
5366b5,5366b5,5366b5,5366b
5366c4,5366c4,5366c4,5366c4
5366cac,5366cac,5366cb,5366cc
5366cb4,5366cb4,5366cb,5366cc
5366cd,5366cd,5366cd,5366cc
5366cf,5366cf,5366cf,5366cc
5366db,5366db,5366dc,5366dc
5366dd,5366dd,5366dc,5366dc
5366e1,5366e1,5366e4,5366f
5366e3,5366e3,5366e4,5366f
5366e5,5366e5,5366e4,5366f
5366e7,5366e7,5366e4,5366f
5366f9,5366f9,5366fc,5366f
5366fb,5366fb,5366fc,5366f
536704,536704,53671,53674
53670b,53670b,53671,53674
53670d,53670d,53671,53674
53670f,53670f,53671,53674
536764,536764,53677,53674
536771,536771,53677,53674
536773,536773,53677,53674
536775,536775,53677,53674
536777,536777,53677,53674
53677c,53677c,53677,53674
536785,536785,536784,53679
536786c,536786c,536784,53679
5367874,5367874,536784,53679
536794,536794,536794,53679
536799,536799,53679c,53679
53679b,53679b,53679c,53679
53679f,53679f,53679c,53679
5367ac,5367ac,5367ac,5367b
5367b1,5367b1,5367b1,5367b
5367b24,5367b24,5367b3,5367b
5367b2c,5367b2c,5367b3,5367b
5367b34,5367b34,5367b3,5367b
5367b3c,5367b3c,5367b3,5367b
5367b5,5367b5,5367b5,5367b
5367bb,5367bb,5367bc,5367b
5367bd,5367bd,5367bc,5367b
53684,53684,53684,53684
536884,536884,536884,53689
53688d,53688d,53688c,53689
53688f,53688f,53688c,53689
536894,536894,536894,53689
5368a4,5368a4,5368a4,5368b
5368a9,5368a9,5368a9,5368b
5368aec,5368aec,5368af,5368b
5368af4,5368af4,5368af,5368b
5368afc,5368afc,5368af,5368b
5368b9,5368b9,5368bc,5368b
5368bb,5368bb,5368bc,5368b
5368bf,5368bf,5368bc,5368b
5368f,5368f,5368f,5368f
536b,536b,536b,536b
531,531,531,531
86341,86341,86341,8634
8634404,8634404,86345,8634
8634414,8634414,86345,8634
863441c,863441c,86345,8634
863443,863443,86345,8634
86344c,86344c,86345,8634
86347,86347,86347,8634
8635c,8635c,8635c,8634
8637,8637,8637,8634
8639,8639,8639,863c
863b,863b,863b,863c
863ec,863ec,863f,863c
863f1,863f1,863f,863c
863f3,863f3,863f,863c
863f5,863f5,863f,863c
863f7,863f7,863f,863c
863fc,863fc,863f,863c
8664,8664,8664,867
86684,86684,8669,867
8668c,8668c,8669,867
8669c,8669c,8669,867
866f,866f,866f,867
54c01,54c01,54c01,54c04
54c03,54c03,54c03,54c04
54c044,54c044,54c05,54c04
54c054,54c054,54c05,54c04
54c05c,54c05c,54c05,54c04
54c07,54c07,54c07,54c04
54c09,54c09,54c09,54c0c
54c0b,54c0b,54c0b,54c0c
54c0d,54c0d,54c0d,54c0c
54c0e04,54c0e04,54c0e1,54c0c
54c0e14,54c0e14,54c0e1,54c0c
54c0e1c,54c0e1c,54c0e1,54c0c
54c0e21,54c0e21,54c0e3,54c0c
54c0e23,54c0e23,54c0e3,54c0c
54c0e25,54c0e25,54c0e3,54c0c
54c0e27,54c0e27,54c0e3,54c0c
54c0e2c,54c0e2c,54c0e3,54c0c
54c0e34,54c0e34,54c0e3,54c0c
54c0e3c,54c0e3c,54c0e3,54c0c
54c0f4,54c0f4,54c0f4,54c0c
54c0fc,54c0fc,54c0fc,54c0c
54c104,54c104,54c104,54c104
54c11c4,54c11c4,54c11c4,54c11d
54c11cc,54c11cc,54c11cc,54c11d
54c11d4,54c11d4,54c11d4,54c11d
54c11d9,54c11d9,54c11dc,54c11d
54c11db,54c11db,54c11dc,54c11d
54c11dd,54c11dd,54c11dc,54c11d
54c11df,54c11df,54c11dc,54c11d
54c11e1,54c11e1,54c11e4,54c11f
54c11e3,54c11e3,54c11e4,54c11f
54c11e5,54c11e5,54c11e4,54c11f
54c11e7,54c11e7,54c11e4,54c11f
54c11ec,54c11ec,54c11ec,54c11f
54c11f4,54c11f4,54c11f4,54c11f
54c11fc,54c11fc,54c11fc,54c11f
54c124,54c124,54c124,54c13
54c12c,54c12c,54c12c,54c13
54c131,54c131,54c134,54c13
54c137,54c137,54c134,54c13
54c15,54c15,54c15,54c15
54c17,54c17,54c17,54c17
54c19,54c19,54c1c,54c1c
54c1c4,54c1c4,54c1c,54c1c
54c1d4,54c1d4,54c1c,54c1c
54c1dc,54c1dc,54c1c,54c1c
54c1f,54c1f,54c1c,54c1c
54c34,54c34,54c34,54c3
54c39,54c39,54c39,54c3
54c3c4,54c3c4,54c3d,54c3
54c3d4,54c3d4,54c3d,54c3
54c41,54c41,54c41,54c44
54c424,54c424,54c424,54c44
54c434,54c434,54c434,54c44
54c439,54c439,54c43c,54c44
54c43b,54c43b,54c43c,54c44
54c43d,54c43d,54c43c,54c44
54c45,54c45,54c45,54c44
54c481,54c481,54c4c,54c4c
54c483,54c483,54c4c,54c4c
54c494,54c494,54c4c,54c4c
54c49c,54c49c,54c4c,54c4c
54c4b,54c4b,54c4c,54c4c
54c4d,54c4d,54c4c,54c4c
54c53,54c53,54c54,54c54
54c55,54c55,54c54,54c54
54c564,54c564,54c54,54c54
54c574,54c574,54c54,54c54
54c57c,54c57c,54c54,54c54
54c59,54c59,54c5c,54c5c
54c5b,54c5b,54c5c,54c5c
54c5f,54c5f,54c5c,54c5c
54c61,54c61,54c61,54c64
54c63d,54c63d,54c63,54c64
54c63f,54c63f,54c63,54c64
54c65,54c65,54c65,54c64
54c67,54c67,54c67,54c64
54c69,54c69,54c6c,54c6c
54c6b,54c6b,54c6c,54c6c
54c70c,54c70c,54c71,54c74
54c714,54c714,54c71,54c74
54c73,54c73,54c73,54c74
54c774,54c774,54c77,54c74
54c779,54c779,54c77,54c74
54c77d,54c77d,54c77,54c74
54c77f,54c77f,54c77,54c74
54c783,54c783,54c784,54c79
54c785,54c785,54c784,54c79
54c787,54c787,54c784,54c79
54c789,54c789,54c78c,54c79
54c78b,54c78b,54c78c,54c79
54c79c,54c79c,54c79c,54c79
54c7a1,54c7a1,54c7b,54c7b
54c7a5,54c7a5,54c7b,54c7b
54c7a7,54c7a7,54c7b,54c7b
54c7b4,54c7b4,54c7b,54c7b
54c7d,54c7d,54c7d,54c7d
54c7f4,54c7f4,54c7f4,54c7f
54c7fb,54c7fb,54c7fc,54c7f
54c7ff,54c7ff,54c7fc,54c7f
54c801,54c801,54c804,54c81
54c803,54c803,54c804,54c81
54c805,54c805,54c804,54c81
54c811,54c811,54c814,54c81
54c817,54c817,54c814,54c81
54c81c,54c81c,54c81c,54c81
54c824,54c824,54c824,54c83
54c82c,54c82c,54c82c,54c83
54c831,54c831,54c834,54c83
54c833,54c833,54c834,54c83
54c83b,54c83b,54c83c,54c83
54c83d,54c83d,54c83c,54c83
54c83f,54c83f,54c83c,54c83
54c8b,54c8b,54c8b,54c8c
54c8cc,54c8cc,54c8d,54c8c
54c8d4,54c8d4,54c8d,54c8c
54c94,54c94,54c94,54c94
54c984,54c984,54c984,54c984
54c989,54c989,54c98c,54c98c
54c98d,54c98d,54c98c,54c98c
54c98f,54c98f,54c98c,54c98c
54c991,54c991,54c991,54c994
54c9924,54c9924,54c993,54c994
54c992c,54c992c,54c993,54c994
54c9934,54c9934,54c993,54c994
54c993c,54c993c,54c993,54c994
54c995,54c995,54c995,54c994
54c9c1,54c9c1,54c9c4,54c9d
54c9c3,54c9c3,54c9c4,54c9d
54c9c5,54c9c5,54c9c4,54c9d
54c9d4,54c9d4,54c9d4,54c9d
54c9dc,54c9dc,54c9dc,54c9d
54c9f,54c9f,54c9f,54c9f
54cb,54cb,54cb,54cb
54cec,54cec,54cec,54cec
54cf1,54cf1,54cf1,54cf4
54cf3,54cf3,54cf3,54cf4
54cf5,54cf5,54cf5,54cf4
54cf74,54cf74,54cf74,54cf4
54cf7b,54cf7b,54cf7b,54cf4
54cf7c4,54cf7c4,54cf7d,54cf4
54cf7cc,54cf7cc,54cf7d,54cf4
54cf7d4,54cf7d4,54cf7d,54cf4
54cf7dc,54cf7dc,54cf7d,54cf4
54cf7f,54cf7f,54cf7f,54cf4
54cfc,54cfc,54cfc,54cfc
54d01,54d01,54d4,54d4
54d07,54d07,54d4,54d4
54dc,54dc,54dc,54dc
54ea4,54ea4,54ea4,54ea4
54ea84,54ea84,54ea9,54ea9
54ea8c,54ea8c,54ea9,54ea9
54ea93,54ea93,54ea9,54ea9
54ea95,54ea95,54ea9,54ea9
54eab,54eab,54eab,54eab
54ead,54ead,54ead,54ead
54eaf,54eaf,54eaf,54eaf
54eb4,54eb4,54eb4,54eb4
80974,80974,8094,8094
8097e4,8097e4,8094,8094
8097fc,8097fc,8094,8094
80981,80981,80981,80984
80983,80983,80983,80984
809844,809844,80985,80984
80985c,80985c,80985,80984
80989,80989,80989,80989
8098b,8098b,8098b,8098b
8098c4,8098c4,8098c4,8098d
8098d4,8098d4,8098d4,8098d
8098d9,8098d9,8098d9,8098d
8098dc4,8098dc4,8098dd,8098d
8098dd4,8098dd4,8098dd,8098d
8098ddc,8098ddc,8098dd,8098d
8098df,8098df,8098df,8098d
8098e4,8098e4,8098e4,8098f
8098e84,8098e84,8098ec,8098f
8098e94,8098e94,8098ec,8098f
8098e9c,8098e9c,8098ec,8098f
8098f4,8098f4,8098f4,8098f
8098fc,8098fc,8098fc,8098f
809904,809904,809904,809904
809909,809909,80990c,80990c
80990b,80990b,80990c,80990c
80990d,80990d,80990c,80990c
80990f,80990f,80990c,80990c
809911,809911,809911,809911
809912c,809912c,809913,809913
8099134,8099134,809913,809913
809913c,809913c,809913,809913
8099144,8099144,8099144,8099144
8099149,8099149,809914c,809914c
809914b,809914b,809914c,809914c
809914d,809914d,809914c,809914c
809914f,809914f,809914c,809914c
8099151,8099151,8099154,8099154
8099153,8099153,8099154,8099154
8099155,8099155,8099154,8099154
8099157,8099157,8099154,8099154
809915c,809915c,809915c,809915c
80991c,80991c,80991c,80991c
809924,809924,809924,809924
809931,809931,809934,809934
809936c,809936c,809934,809934
8099374,8099374,809934,809934
8099381,8099381,8099384,8099384
8099383,8099383,8099384,8099384
8099385,8099385,8099384,8099384
8099387,8099387,8099384,8099384
8099389,8099389,809938c,809938c
809938b,809938b,809938c,809938c
809938d,809938d,809938c,809938c
809938f,809938f,809938c,809938c
8099391,8099391,8099394,8099394
8099393,8099393,8099394,8099394
8099395,8099395,8099394,8099394
8099397,8099397,8099394,8099394
8099399,8099399,809939c,809939c
809939b,809939b,809939c,809939c
809939d,809939d,809939c,809939c
809939f,809939f,809939c,809939c
80993a1,80993a1,80993b,80993b
80993a3,80993a3,80993b,80993b
80993a5,80993a5,80993b,80993b
80993a7,80993a7,80993b,80993b
80993bc,80993bc,80993b,80993b
80993d,80993d,80993d,80993d
80993e4,80993e4,80993e4,80993e4
80993e9,80993e9,80993ec,80993ec
80993eb,80993eb,80993ec,80993ec
80993ed,80993ed,80993ec,80993ec
80993ef,80993ef,80993ec,80993ec
80993f1,80993f1,80993f1,80993f4
80993f3,80993f3,80993f3,80993f4
80993f5,80993f5,80993f5,80993f4
80993f7,80993f7,80993f7,80993f4
80993f9,80993f9,80993fc,80993fc
80993fb,80993fb,80993fc,80993fc
80993fd,80993fd,80993fc,80993fc
80993ff,80993ff,80993fc,80993fc
8099404,8099404,8099404,8099404
8099409,8099409,8099409,809940c
809940b,809940b,809940b,809940c
809940d,809940d,809940d,809940c
809940f,809940f,809940f,809940c
8099414,8099414,8099414,8099414
809941c,809941c,809941c,809941c
8099441,8099441,809945,809945
8099443,8099443,809945,809945
8099445,8099445,809945,809945
8099447,8099447,809945,809945
809944c,809944c,809945,809945
8099454,8099454,809945,809945
809945c,809945c,809945,809945
8099464,8099464,8099464,809947
809946c,809946c,809946c,809947
8099471,8099471,8099474,809947
8099473,8099473,8099474,809947
8099475,8099475,8099474,809947
8099477,8099477,8099474,809947
8099479,8099479,809947c,809947
809947b,809947b,809947c,809947
809947d,809947d,809947c,809947
809947f,809947f,809947c,809947
8099484,8099484,8099484,809949
8099489,8099489,809948c,809949
809948b,809948b,809948c,809949
809948d,809948d,809948c,809949
809948f,809948f,809948c,809949
8099491,8099491,8099494,809949
8099493,8099493,8099494,809949
8099495,8099495,8099494,809949
8099497,8099497,8099494,809949
809949c,809949c,809949c,809949
80994b,80994b,80994b,80994b
80994c4,80994c4,80994d,80994d
80994cc,80994cc,80994d,80994d
80994d4,80994d4,80994d,80994d
80994dc,80994dc,80994d,80994d
80994e4,80994e4,80994f,80994f
80994e9,80994e9,80994f,80994f
80994eb,80994eb,80994f,80994f
80994ed,80994ed,80994f,80994f
80994ef,80994ef,80994f,80994f
80994f4,80994f4,80994f,80994f
8099524,8099524,809954,809954
809952c,809952c,809954,809954
8099534,8099534,809954,809954
80995c,80995c,80995c,80995c
809964,809964,809964,809964
80996b,80996b,80996c,80996c
80996d,80996d,80996c,80996c
80996f,80996f,80996c,80996c
809971,809971,809971,809974
809973,809973,809973,809974
809975,809975,809975,809974
809977,809977,809977,809974
80997c,80997c,80997c,80997c
809994,809994,80999,80999
80999b,80999b,80999,80999
80999d,80999d,80999,80999
80999f,80999f,80999,80999
8099a1,8099a1,8099a4,8099b
8099a3,8099a3,8099a4,8099b
8099b9,8099b9,8099bc,8099b
8099bd,8099bd,8099bc,8099b
8099bf,8099bf,8099bc,8099b
8099c4,8099c4,8099c4,8099d
8099cc,8099cc,8099cc,8099d
8099d1,8099d1,8099d4,8099d
8099d7,8099d7,8099d4,8099d
8099dc,8099dc,8099dc,8099d
8099e4,8099e4,8099f,8099f
8099ec,8099ec,8099f,8099f
809e9,809e9,809e9,809e9
809ea3,809ea3,809ea4,809ea4
809ea5,809ea5,809ea4,809ea4
809ead,809ead,809eac,809eac
809eaf,809eaf,809eac,809eac
809eb04,809eb04,809eb4,809eb4
809eb14,809eb14,809eb4,809eb4
809eb1c,809eb1c,809eb4,809eb4
809eb3,809eb3,809eb4,809eb4
809ebc,809ebc,809ebc,809ebc
809ed,809ed,809ed,809ed
809f4,809f4,809f4,809f4
809fac,809fac,809fc,809fc
809fb4,809fb4,809fc,809fc
809fb84,809fb84,809fc,809fc
809fb9c,809fb9c,809fc,809fc
80c1,80c1,80c1,80c1
80c58c,80c58c,80c5,80c5
80c594,80c594,80c5,80c5
80c64,80c64,80c64,80c64
80c6c,80c6c,80c6c,80c6c
80c704,80c704,80c704,80c71
80c70c,80c70c,80c70c,80c71
80c714,80c714,80c714,80c71
80c71c,80c71c,80c71c,80c71
80c724,80c724,80c73,80c73
80c734,80c734,80c73,80c73
80c73c,80c73c,80c73,80c73
80c744,80c744,80c744,80c75
80c74c,80c74c,80c74c,80c75
80c754,80c754,80c754,80c75
80c75c,80c75c,80c75c,80c75
80c77,80c77,80c77,80c77
80c799,80c799,80c79,80c79
80c79f,80c79f,80c79,80c79
80c7a4,80c7a4,80c7a4,80c7b
80c7ac,80c7ac,80c7ac,80c7b
80c7b4,80c7b4,80c7b4,80c7b
80c7b9,80c7b9,80c7bc,80c7b
80c7bb,80c7bb,80c7bc,80c7b
80c7bd,80c7bd,80c7bc,80c7b
80c7c4,80c7c4,80c7d,80c7d
80c7d4,80c7d4,80c7d,80c7d
80c7dc,80c7dc,80c7d,80c7d
80c84,80c84,80c84,80c84
80c88c,80c88c,80c88c,80c88c
80c891,80c891,80c891,80c891
80c8924,80c8924,80c8924,80c8924
80c8929,80c8929,80c892c,80c892c
80c892d,80c892d,80c892c,80c892c
80c892f,80c892f,80c892c,80c892c
80c89304,80c89304,80c8931,80c8931
80c8930c,80c8930c,80c8931,80c8931
80c89314,80c89314,80c8931,80c8931
80c8931c,80c8931c,80c8931,80c8931
80c89324,80c89324,80c8933,80c8933
80c8932c,80c8932c,80c8933,80c8933
80c89334,80c89334,80c8933,80c8933
80c8933c,80c8933c,80c8933,80c8933
80c89344,80c89344,80c8935,80c8935
80c8934c,80c8934c,80c8935,80c8935
80c89354,80c89354,80c8935,80c8935
80c8935c,80c8935c,80c8935,80c8935
80c89364,80c89364,80c8937,80c8937
80c8936c,80c8936c,80c8937,80c8937
80c89374,80c89374,80c8937,80c8937
80c8937c,80c8937c,80c8937,80c8937
80c893c,80c893c,80c893c,80c893c
80c8944,80c8944,80c8944,80c8944
80c8949,80c8949,80c894c,80c894c
80c894b,80c894b,80c894c,80c894c
80c894d,80c894d,80c894c,80c894c
80c894f,80c894f,80c894c,80c894c
80c8951,80c8951,80c8951,80c8954
80c8953,80c8953,80c8953,80c8954
80c8955,80c8955,80c8955,80c8954
80c8957,80c8957,80c8957,80c8954
80c895c,80c895c,80c895c,80c895c
80c897,80c897,80c897,80c897
80c89c,80c89c,80c89c,80c89c
80c8a4,80c8a4,80c8a4,80c8a4
80c8b4,80c8b4,80c8b4,80c8b4
80c8b81,80c8b81,80c8b84,80c8b9
80c8b83,80c8b83,80c8b84,80c8b9
80c8b85,80c8b85,80c8b84,80c8b9
80c8b87,80c8b87,80c8b84,80c8b9
80c8b89,80c8b89,80c8b8c,80c8b9
80c8b8b,80c8b8b,80c8b8c,80c8b9
80c8b8d,80c8b8d,80c8b8c,80c8b9
80c8b8f,80c8b8f,80c8b8c,80c8b9
80c8b9c,80c8b9c,80c8b9c,80c8b9
80c8bb,80c8bb,80c8bb,80c8bb
80c8bc4,80c8bc4,80c8bd,80c8bd
80c8bcc,80c8bcc,80c8bd,80c8bd
80c8bd4,80c8bd4,80c8bd,80c8bd
80c8bdc,80c8bdc,80c8bd,80c8bd
80c8be1,80c8be1,80c8be1,80c8be4
80c8be24,80c8be24,80c8be3,80c8be4
80c8be2c,80c8be2c,80c8be3,80c8be4
80c8be34,80c8be34,80c8be3,80c8be4
80c8be3c,80c8be3c,80c8be3,80c8be4
80c8be44,80c8be44,80c8be5,80c8be4
80c8be4c,80c8be4c,80c8be5,80c8be4
80c8be54,80c8be54,80c8be5,80c8be4
80c8be5c,80c8be5c,80c8be5,80c8be4
80c8be7,80c8be7,80c8be7,80c8be4
80c8bec,80c8bec,80c8bec,80c8bec
80c8bf1,80c8bf1,80c8bf1,80c8bf1
80c8bf24,80c8bf24,80c8bf3,80c8bf3
80c8bf2c,80c8bf2c,80c8bf3,80c8bf3
80c8bf34,80c8bf34,80c8bf3,80c8bf3
80c8bf3c,80c8bf3c,80c8bf3,80c8bf3
80c8bf44,80c8bf44,80c8bf44,80c8bf5
80c8bf4c,80c8bf4c,80c8bf4c,80c8bf5
80c8bf54,80c8bf54,80c8bf54,80c8bf5
80c8bf5c,80c8bf5c,80c8bf5c,80c8bf5
80c8bf64,80c8bf64,80c8bf7,80c8bf7
80c8bf6c,80c8bf6c,80c8bf7,80c8bf7
80c8bf74,80c8bf74,80c8bf7,80c8bf7
80c8bf7c,80c8bf7c,80c8bf7,80c8bf7
80c8bf9,80c8bf9,80c8bf9,80c8bfc
80c8bfb,80c8bfb,80c8bfb,80c8bfc
80c8bfd,80c8bfd,80c8bfd,80c8bfc
80c8bff,80c8bff,80c8bff,80c8bfc
80c8c01,80c8c01,80c8c01,80c8c04
80c8c03,80c8c03,80c8c03,80c8c04
80c8c05,80c8c05,80c8c05,80c8c04
80c8c07,80c8c07,80c8c07,80c8c04
80c8c084,80c8c084,80c8c09,80c8c0c
80c8c08c,80c8c08c,80c8c09,80c8c0c
80c8c094,80c8c094,80c8c09,80c8c0c
80c8c09c,80c8c09c,80c8c09,80c8c0c
80c8c0b,80c8c0b,80c8c0b,80c8c0c
80c8c0d,80c8c0d,80c8c0d,80c8c0c
80c8c0e4,80c8c0e4,80c8c0f,80c8c0c
80c8c0f4,80c8c0f4,80c8c0f,80c8c0c
80c8c0fc,80c8c0fc,80c8c0f,80c8c0c
80c8c104,80c8c104,80c8c11,80c8c11
80c8c10c,80c8c10c,80c8c11,80c8c11
80c8c114,80c8c114,80c8c11,80c8c11
80c8c11c,80c8c11c,80c8c11,80c8c11
80c8c124,80c8c124,80c8c13,80c8c13
80c8c12c,80c8c12c,80c8c13,80c8c13
80c8c134,80c8c134,80c8c13,80c8c13
80c8c13c,80c8c13c,80c8c13,80c8c13
80c8c15,80c8c15,80c8c15,80c8c15
80c8c17,80c8c17,80c8c17,80c8c17
80c8c19,80c8c19,80c8c1c,80c8c1c
80c8c1b,80c8c1b,80c8c1c,80c8c1c
80c8c1d,80c8c1d,80c8c1c,80c8c1c
80c8c1f,80c8c1f,80c8c1c,80c8c1c
80c8c21,80c8c21,80c8c24,80c8c24
80c8c23,80c8c23,80c8c24,80c8c24
80c8c25,80c8c25,80c8c24,80c8c24
80c8c27,80c8c27,80c8c24,80c8c24
80c8c2c,80c8c2c,80c8c2c,80c8c2c
