index,config_1,config_2,config_3,config_1_x,config_1_y,config_1_z,config_1_points,config_2_x,config_2_y,config_2_z,config_2_points,config_3_x,config_3_y,config_3_z,config_3_points
86d9b1,86d9b1,86d9b,86d9c,-24632.549499427034,-71317.15541620688,47567.766155895006,14.0,-144330.35557056408,-417646.417930508,278684.74295187846,82.0,-291112.86971799406,-840942.2407731189,559565.2436260299,165.0
86d9b3,86d9b3,86d9b,86d9c,-33466.71010825026,-96767.63869568998,64567.05126149408,19.0,-144330.35557056408,-417646.417930508,278684.74295187846,82.0,-291112.86971799406,-840942.2407731189,559565.2436260299,165.0
86d9b5,86d9b5,86d9b,86d9c,-56525.48794719054,-162895.85766632354,108782.85620439055,32.0,-144330.35557056408,-417646.417930508,278684.74295187846,82.0,-291112.86971799406,-840942.2407731189,559565.2436260299,165.0
86d9d,86d9d,86d9d,86d9c,-81607.27003537305,-233989.36174892148,156451.71414782986,46.0,-81607.27003537305,-233989.36174892148,156451.71414782986,46.0,-291112.86971799406,-840942.2407731189,559565.2436260299,165.0
86db,86db,86db,86db,-15818.756218402697,-46221.06173066273,30018.798917450426,9.0,-15818.756218402697,-46221.06173066273,30018.798917450426,9.0,-15818.756218402697,-46221.06173066273,30018.798917450426,9.0
86dd,86dd,86dd,86dd,0.0,0.0,0.0,0.0,-80620.49594481301,-269570.99922451755,174886.58506004693,52.0,-80620.49594481301,-269570.99922451755,174886.58506004693,52.0
86de01,86de01,86de01,86de04,-4621.77715145356,-15531.375753557058,10135.246667032387,3.0,-4621.77715145356,-15531.375753557058,10135.246667032387,3.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de03,86de03,86de03,86de04,-1541.3159591826275,-5171.577432992755,3386.5742422404423,1.0,-1541.3159591826275,-5171.577432992755,3386.5742422404423,1.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de044,86de044,86de05,86de04,-9295.697760897747,-31034.508256232977,20289.908951897345,6.0,-92957.40172737963,-310239.016081772,203060.9818653748,60.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de04c,86de04c,86de05,86de04,-13930.621311208852,-46524.97186786411,30481.7121470885,9.0,-92957.40172737963,-310239.016081772,203060.9818653748,60.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de054,86de054,86de05,86de04,-18588.336910227586,-62029.284053410025,40641.92081047098,12.0,-92957.40172737963,-310239.016081772,203060.9818653748,60.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de05c,86de05c,86de05,86de04,-51142.74574504547,-170650.2519042649,111647.43995591799,33.0,-92957.40172737963,-310239.016081772,203060.9818653748,60.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de06c,86de06c,86de07,86de04,-29440.97799920239,-98312.9313194469,64192.65360716072,19.0,-109967.54381980984,-367520.0092927802,239685.41314294582,71.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de074,86de074,86de07,86de04,0.0,0.0,0.0,0.0,-109967.54381980984,-367520.0092927802,239685.41314294582,71.0,-209088.03865782567,-698461.978561102,456268.2159175934,135.0
86de0c,86de0c,86de0c,86de0c,-12474.51569921132,-41343.11624807669,27071.70827341859,8.0,-12474.51569921132,-41343.11624807669,27071.70827341859,8.0,-12474.51569921132,-41343.11624807669,27071.70827341859,8.0
86de11,86de11,86de14,86de14,-32581.038425497718,-108410.56673877005,71314.12999488295,21.0,0.0,0.0,0.0,0.0,-223843.07946874775,-742743.1874814255,489791.105600604,144.0
86de15,86de15,86de14,86de14,-34385.936809699735,-113411.48530521,74839.01071070299,22.0,0.0,0.0,0.0,0.0,-223843.07946874775,-742743.1874814255,489791.105600604,144.0
86de17,86de17,86de14,86de14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-223843.07946874775,-742743.1874814255,489791.105600604,144.0
86de19,86de19,86de1c,86de1c,-24782.075992977057,-82565.96901323293,54402.96752895746,16.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0
86de1a4,86de1a4,86de1c,86de1c,-55801.91470714105,-185895.33236681367,122202.24340742381,36.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0
86de1ac,86de1ac,86de1c,86de1c,-24786.234683210816,-82663.34217051425,54253.02528984273,16.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0
86de1b4,86de1b4,86de1c,86de1c,-7732.6829158311875,-25832.97756606555,16958.97118399747,5.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0
86de1d,86de1d,86de1c,86de1c,-4618.190274922144,-15499.892733259616,10184.957730700698,3.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0
86de1f,86de1f,86de1c,86de1c,-23063.037475313013,-77413.73832675119,51067.63402460115,15.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0,-140784.13604939528,-469871.25217663724,309069.7991655234,91.0
86de24,86de24,86de3,86de3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-215104.27260789857,-716488.9403049059,473925.8632259636,139.0
86de2c,86de2c,86de3,86de3,-4596.525252146743,-15431.592433623238,10297.841523864,3.0,0.0,0.0,0.0,0.0,-215104.27260789857,-716488.9403049059,473925.8632259636,139.0
86de3c,86de3c,86de3,86de3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-215104.27260789857,-716488.9403049059,473925.8632259636,139.0
86de5,86de5,86de5,86de5,-32993.092646057514,-107903.01771720125,71891.81878692142,21.0,-32993.092646057514,-107903.01771720125,71891.81878692142,21.0,-32993.092646057514,-107903.01771720125,71891.81878692142,21.0
86de7,86de7,86de7,86de7,-17296.363632014156,-56714.87017695835,37357.670680265684,11.0,-17296.363632014156,-56714.87017695835,37357.670680265684,11.0,-17296.363632014156,-56714.87017695835,37357.670680265684,11.0
86de9,86de9,86dec,86dec,-3272.363543362654,-10299.59577239669,6750.388451596527,2.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0
86ded,86ded,86dec,86dec,-29528.3980287187,-92333.31098461355,61267.499532652466,18.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0
86dee4,86dee4,86dec,86dec,-71144.86188383617,-225463.36241152327,150620.0615356459,44.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0
86deec,86deec,86dec,86dec,-3245.017901942869,-10273.749300167237,6802.862807011767,2.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0
86def4,86def4,86dec,86dec,-6458.418811130198,-20563.770900799493,13596.17938364292,4.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0
86defc,86defc,86dec,86dec,-9676.16657032683,-30733.654854624692,20568.066735940516,6.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0,-123325.2267393174,-389667.4442241249,259605.0584464901,76.0
86df1,86df1,86df4,86df4,-72279.22973340638,-230482.0156691807,154427.5013563309,45.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0
86df3,86df3,86df4,86df4,-19843.954070486976,-61269.590314108835,41196.68399745252,12.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0
86df5,86df5,86df4,86df4,-21236.425249882293,-66204.3005711355,45007.35977304676,13.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0
86df7,86df7,86df4,86df4,-8079.414687762475,-25489.575756347367,17313.23245283479,5.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0,-121439.02374153813,-383445.4823107724,257944.77757966495,75.0
86dfc,86dfc,86dfc,86dfc,-23559.149439376662,-76621.55987756333,52024.78322002584,15.0,-23559.149439376662,-76621.55987756333,52024.78322002584,15.0,-23559.149439376662,-76621.55987756333,52024.78322002584,15.0
86e01,86e01,86e01,86e01,-4521.173257197623,-15329.696082593462,10481.641581329723,3.0,-4521.173257197623,-15329.696082593462,10481.641581329723,3.0,-4521.173257197623,-15329.696082593462,10481.641581329723,3.0
86e03,86e03,86e03,86e03,-29140.58122344032,-102352.56259420345,70075.7758930509,20.0,-29140.58122344032,-102352.56259420345,70075.7758930509,20.0,-29140.58122344032,-102352.56259420345,70075.7758930509,20.0
86e05,86e05,86e05,86e05,-65955.71484707104,-231563.7576834162,155634.63464297133,45.0,-65955.71484707104,-231563.7576834162,155634.63464297133,45.0,-65955.71484707104,-231563.7576834162,155634.63464297133,45.0
86e0604,86e0604,86e061,86e061,-14931.305150008076,-51448.80387512762,34482.62909341615,10.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0
86e060c,86e060c,86e061,86e061,-23882.754344630353,-82304.0553004755,55196.31391483596,16.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0
86e0614,86e0614,86e061,86e061,-74847.676249344,-257103.36250223848,172540.0403421108,50.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0
86e061c,86e061c,86e061,86e061,-10481.270421519577,-36014.289660422815,24124.917714249572,7.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0,-124143.00616550203,-426870.5113382644,286343.9010646125,83.0
86e0624,86e0624,86e063,86e063,-3004.4168882509766,-10287.847898636892,6891.492051103162,2.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0
86e062c,86e062c,86e063,86e063,-9031.570222617172,-30854.008181696918,20680.714577425766,6.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0
86e0634,86e0634,86e063,86e063,-24078.253048588536,-82262.3503757866,55173.54135264313,16.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0
86e063c,86e063c,86e063,86e063,-46492.32174946008,-159367.7328855751,106991.3116341527,31.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0,-82606.56190891674,-282771.93934169546,189737.05961532478,55.0
86e0641,86e0641,86e065,86e065,-70499.33559735435,-241566.0550574266,162291.24592842537,47.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0
86e0645,86e0645,86e065,86e065,-7507.8734377464425,-25690.81383429019,17273.034593341483,5.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0
86e0647,86e0647,86e065,86e065,-10509.389163479893,-35974.57782314141,24171.89202412521,7.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0
86e064c,86e064c,86e065,86e065,-10536.842663453255,-35969.558698740584,24167.407650907473,7.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0
86e0654,86e0654,86e065,86e065,-9032.774405630487,-30812.103337557797,20742.573458748902,6.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0
86e065c,86e065c,86e065,86e065,-1499.226129134569,-5136.22824404793,3458.5016363219956,1.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0,-109585.44139679898,-375149.3369952045,252104.65529187044,73.0
86e067,86e067,86e067,86e067,-4488.399787836046,-15419.88351110998,10362.876080590782,3.0,-4488.399787836046,-15419.88351110998,10362.876080590782,3.0,-4488.399787836046,-15419.88351110998,10362.876080590782,3.0
86e074,86e074,86e074,86e074,-1509.7642965040613,-5130.9266078945375,3461.785239306288,1.0,-1509.7642965040613,-5130.9266078945375,3461.785239306288,1.0,-1509.7642965040613,-5130.9266078945375,3461.785239306288,1.0
