index,config_1,config_2,config_3,config_1_x,config_1_y,config_1_z,config_1_points,config_2_x,config_2_y,config_2_z,config_2_points,config_3_x,config_3_y,config_3_z,config_3_points
86de24,86de24,86de3,86de3,-66078.08051921056,-221721.54445964147,146709.39645983776,43.0,-139120.75821427116,-463907.9625332359,306937.36728996463,90.0,-139120.75821427116,-463907.9625332359,306937.36728996463,90.0
86de2c,86de2c,86de3,86de3,-4596.525252146743,-15431.592433623238,10297.841523864,3.0,-139120.75821427116,-463907.9625332359,306937.36728996463,90.0,-139120.75821427116,-463907.9625332359,306937.36728996463,90.0
86de3c,86de3c,86de3,86de3,-68446.15244291384,-226754.82563997115,149930.12930626282,44.0,-139120.75821427116,-463907.9625332359,306937.36728996463,90.0,-139120.75821427116,-463907.9625332359,306937.36728996463,90.0
86de5,86de5,86de5,86de5,-20447.420816872826,-66782.43160749153,44515.845202249235,13.0,-20447.420816872826,-66782.43160749153,44515.845202249235,13.0,-20447.420816872826,-66782.43160749153,44515.845202249235,13.0
86de7,86de7,86de7,86de7,-15728.512172848528,-51561.24250995339,33955.94805760073,10.0,-15728.512172848528,-51561.24250995339,33955.94805760073,10.0,-15728.512172848528,-51561.24250995339,33955.94805760073,10.0
86de9,86de9,86dec,86dec,-1632.6922813152225,-5141.158878441006,3390.0670245348183,1.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0
86ded,86ded,86dec,86dec,-22946.006168742173,-71814.97880058849,47662.13087788804,14.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0
86dee4,86dee4,86dec,86dec,-71144.86188383617,-225463.36241152327,150620.0615356459,44.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0
86deec,86deec,86dec,86dec,-3245.017901942869,-10273.749300167237,6802.862807011767,2.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0
86def4,86def4,86dec,86dec,-3233.8696212925815,-10279.780352906426,6799.05988709315,2.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0
86defc,86defc,86dec,86dec,-9676.16657032683,-30733.654854624692,20568.066735940516,6.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0,-111878.61442745583,-353706.68459825113,235842.2488681142,69.0
86df1,86df1,86df4,86df4,-72279.22973340638,-230482.0156691807,154427.5013563309,45.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0
86df3,86df3,86df4,86df4,-14898.166046584625,-45942.31282348101,30904.920392315576,9.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0
86df5,86df5,86df4,86df4,-14686.843294038523,-45837.007664846875,31161.42879603699,9.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0
86df7,86df7,86df4,86df4,-4850.45725559785,-15292.575723739565,10388.34712851533,3.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0,-106714.69632962739,-337553.9118812482,226882.1976731988,66.0
86dfc,86dfc,86dfc,86dfc,-10996.549859487064,-35706.39535697548,24351.375467984442,7.0,-10996.549859487064,-35706.39535697548,24351.375467984442,7.0,-10996.549859487064,-35706.39535697548,24351.375467984442,7.0
86e01,86e01,86e01,86e01,-3025.1232202270266,-10225.127669885935,6975.223360902179,2.0,-3025.1232202270266,-10225.127669885935,6975.223360902179,2.0,-3025.1232202270266,-10225.127669885935,6975.223360902179,2.0
86e03,86e03,86e03,86e03,-26207.964321193784,-92107.02516196485,63091.00266173936,18.0,-26207.964321193784,-92107.02516196485,63091.00266173936,18.0,-26207.964321193784,-92107.02516196485,63091.00266173936,18.0
86e05,86e05,86e05,86e05,-41042.2205640828,-144080.28665346553,96843.6951474575,28.0,-41042.2205640828,-144080.28665346553,96843.6951474575,28.0,-41042.2205640828,-144080.28665346553,96843.6951474575,28.0
86e0604,86e0604,86e061,86e061,-10452.921731701741,-36013.952174615566,24137.718309779233,7.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0
86e060c,86e060c,86e061,86e061,-19406.9062795202,-66870.61535810256,44848.19844523518,13.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0
86e0614,86e0614,86e061,86e061,-73351.70199818934,-251961.05284209043,169089.17588103618,49.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0
86e061c,86e061c,86e061,86e061,-10481.270421519577,-36014.289660422815,24124.917714249572,7.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0,-113692.80043093086,-390859.9100352314,262200.0103503002,76.0
86e0624,86e0624,86e063,86e063,-3004.4168882509766,-10287.847898636892,6891.492051103162,2.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0
86e062c,86e062c,86e063,86e063,-9031.570222617172,-30854.008181696918,20680.714577425766,6.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0
86e0634,86e0634,86e063,86e063,-24078.253048588536,-82262.3503757866,55173.54135264313,16.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0
86e063c,86e063c,86e063,86e063,-44992.80831096132,-154227.37113293377,103539.08139423224,30.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0,-81107.04847041798,-277631.5775890542,186284.82937540428,54.0
86e0641,86e0641,86e065,86e065,-70499.33559735435,-241566.0550574266,162291.24592842537,47.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0
86e0645,86e0645,86e065,86e065,-7507.8734377464425,-25690.81383429019,17273.034593341483,5.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0
86e0647,86e0647,86e065,86e065,-10509.389163479893,-35974.57782314141,24171.89202412521,7.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0
86e064c,86e064c,86e065,86e065,-7526.344608171032,-25691.562896852396,17263.878388695244,5.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0
86e0654,86e0654,86e065,86e065,-9032.774405630487,-30812.103337557797,20742.573458748902,6.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0
86e065c,86e065c,86e065,86e065,-1499.226129134569,-5136.22824404793,3458.5016363219956,1.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0,-106574.94334151677,-364871.3411933163,245201.12602965822,71.0
86e067,86e067,86e067,86e067,-4488.399787836046,-15419.88351110998,10362.876080590782,3.0,-4488.399787836046,-15419.88351110998,10362.876080590782,3.0,-4488.399787836046,-15419.88351110998,10362.876080590782,3.0
86e074,86e074,86e074,86e074,-1509.7642965040613,-5130.9266078945375,3461.785239306288,1.0,-1509.7642965040613,-5130.9266078945375,3461.785239306288,1.0,-1509.7642965040613,-5130.9266078945375,3461.785239306288,1.0
86e07c,86e07c,86e07c,86e07c,-1509.150409354971,-5140.896282356408,3447.2312927442545,1.0,-1509.150409354971,-5140.896282356408,3447.2312927442545,1.0,-1509.150409354971,-5140.896282356408,3447.2312927442545,1.0
86e0c,86e0c,86e0c,86e0c,-45396.45351562592,-154697.45263506714,102654.29395968177,30.0,-45396.45351562592,-154697.45263506714,102654.29395968177,30.0,-45396.45351562592,-154697.45263506714,102654.29395968177,30.0
86e1c,86e1c,86e1c,86e1c,-37349.138328119,-133428.61555409292,90774.74189568718,26.0,-37349.138328119,-133428.61555409292,90774.74189568718,26.0,-37349.138328119,-133428.61555409292,90774.74189568718,26.0
86e23,86e23,86e3,86e3,-1369.7729804229632,-5167.4121058320325,3465.736175804672,1.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0
86e264,86e264,86e3,86e3,-52733.21868142483,-206103.49861290265,140300.0960588362,40.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0
86e26c,86e26c,86e3,86e3,-51986.35277502449,-200774.75491291794,136835.30499671111,39.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0
86e34,86e34,86e3,86e3,-15786.425102977062,-62515.3424995592,41079.05641671365,12.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0
86e3c,86e3c,86e3,86e3,-8115.05436664903,-31141.190725238717,20629.20678297648,6.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0,-129990.82390649838,-505702.1988564506,342309.4004310422,98.0
86e404,86e404,86e41,86e5,-1385.9316397132902,-5211.740881683102,3392.153239744943,1.0,-95631.71239876041,-360724.6995638589,232335.80052761146,69.0,-261231.14472724928,-1004103.9106214169,647896.6661062792,192.0
86e414,86e414,86e41,86e5,-30423.2799175299,-115019.9759394952,74096.2454088268,22.0,-95631.71239876041,-360724.6995638589,232335.80052761146,69.0,-261231.14472724928,-1004103.9106214169,647896.6661062792,192.0
86e41c,86e41c,86e41,86e5,-63822.50084151723,-240492.98274268064,154847.40187903977,46.0,-95631.71239876041,-360724.6995638589,232335.80052761146,69.0,-261231.14472724928,-1004103.9106214169,647896.6661062792,192.0
86e43,86e43,86e43,86e5,-11159.033645502665,-41877.40387273091,26823.399100069262,8.0,-11159.033645502665,-41877.40387273091,26823.399100069262,8.0,-261231.14472724928,-1004103.9106214169,647896.6661062792,192.0
86e46c,86e46c,86e47,86e5,-1349.7726372861323,-5229.2735555998415,3379.7285450188565,1.0,-130483.12218315704,-506581.0453710074,329026.71373300115,97.0,-261231.14472724928,-1004103.9106214169,647896.6661062792,192.0
