index,config_1,config_2,config_3,config_1_x,config_1_y,config_1_z,config_1_points,config_2_x,config_2_y,config_2_z,config_2_points,config_3_x,config_3_y,config_3_z,config_3_points
54954f,54954f,54954c,54955,-12277.632844392925,-18791.204826922607,22602.965534651445,5.0,-194269.27179132102,-296642.99496123777,357187.56146638555,79.0,-489817.8788016891,-752823.402162061,903834.5730831069,200.0
549554,549554,549554,54955,-44089.08055936198,-67954.32835012597,81175.37385905064,18.0,-44089.08055936198,-67954.32835012597,81175.37385905064,18.0,-489817.8788016891,-752823.402162061,903834.5730831069,200.0
549559,549559,54955c,54955,-22003.546784704296,-33970.180081844555,40615.76838516434,9.0,-131719.30373764838,-203908.08378757283,243784.92012915426,54.0,-489817.8788016891,-752823.402162061,903834.5730831069,200.0
54955b,54955b,54955c,54955,-29356.15113173303,-45256.75511623728,54175.32594966398,12.0,-131719.30373764838,-203908.08378757283,243784.92012915426,54.0,-489817.8788016891,-752823.402162061,903834.5730831069,200.0
54955d,54955d,54955c,54955,-24376.62683900147,-37738.5642584718,45172.510331990314,10.0,-131719.30373764838,-203908.08378757283,243784.92012915426,54.0,-489817.8788016891,-752823.402162061,903834.5730831069,200.0
54955f,54955f,54955c,54955,-55982.978982209606,-86942.5843310192,103821.31546233561,23.0,-131719.30373764838,-203908.08378757283,243784.92012915426,54.0,-489817.8788016891,-752823.402162061,903834.5730831069,200.0
549564,549564,549564,549564,-72807.72703312332,-113296.89637844109,135622.96441045075,30.0,-72807.72703312332,-113296.89637844109,135622.96441045075,30.0,-72807.72703312332,-113296.89637844109,135622.96441045075,30.0
549569,549569,54956c,54956c,-46191.07702509125,-71613.9602046365,85969.31554540237,19.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0
54956b,54956b,54956c,54956c,-51158.27780502248,-78947.60501684644,95132.45939008669,21.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0
54956d,54956d,54956c,54956c,-80053.97665957604,-124145.5689810821,149604.3638411078,33.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0
54956f,54956f,54956c,54956c,-36384.49948610952,-56525.83326485828,67924.16549615117,15.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0,-213787.8309757993,-331232.9674674233,398630.30427274806,88.0
549571,549571,549571,549571,-55531.043194321705,-86730.4963443187,104240.58736200706,23.0,-55531.043194321705,-86730.4963443187,104240.58736200706,23.0,-55531.043194321705,-86730.4963443187,104240.58736200706,23.0
5495724,5495724,549573,549573,-38723.936742797654,-60238.95488280251,72544.47653248304,16.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0
549572c,549572c,549573,549573,-77451.93211138621,-120389.58869540557,145160.0841047924,32.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0
5495734,5495734,549573,549573,-103918.20120272272,-161776.58189860298,195140.4472458517,43.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0
549573c,549573c,549573,549573,-9666.53840002531,-15071.162830477133,18134.335827540126,4.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0,-229760.6084569319,-357476.2883072882,430979.3437106672,95.0
5495744,5495744,5495744,5495744,-62686.49715784233,-97981.43083560739,117935.21058008501,26.0,-62686.49715784233,-97981.43083560739,117935.21058008501,26.0,-62686.49715784233,-97981.43083560739,117935.21058008501,26.0
5495749,5495749,549574c,549574c,-26545.061361884644,-41416.71706476619,49913.67837904356,11.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0
549574b,549574b,549574c,549574c,-53110.08193196857,-82789.6234165144,99853.07947447845,22.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0
549574d,549574d,549574c,549574c,-50659.368603232106,-79029.88315088605,95330.93266750476,21.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0
549574f,549574f,549574c,549574c,-16881.33305652439,-26357.90250194254,31767.58492152498,7.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0,-147195.84495360975,-229594.12613410913,276865.2754425517,61.0
5495751,5495751,5495751,5495754,-4819.2507916773,-7531.571766271434,9077.954467423318,2.0,-4819.2507916773,-7531.571766271434,9077.954467423318,2.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
5495753,5495753,5495753,5495754,-86753.6849787972,-135508.023648178,163449.3585872676,36.0,-86753.6849787972,-135508.023648178,163449.3585872676,36.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
54957544,54957544,5495755,5495754,-36124.8033291627,-56474.95469633187,68104.86395943642,15.0,-139652.67653220924,-218357.11667763922,263365.19638585503,58.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
5495754c,5495754c,5495755,5495754,-21676.192238936892,-33877.95381814695,40868.04271928984,9.0,-139652.67653220924,-218357.11667763922,263365.19638585503,58.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
54957554,54957554,5495755,5495754,-43333.98090798392,-67760.2268597011,81742.26383391641,18.0,-139652.67653220924,-218357.11667763922,263365.19638585503,58.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
5495755c,5495755c,5495755,5495754,-38517.70005612571,-60243.98130345927,72650.02587321233,16.0,-139652.67653220924,-218357.11667763922,263365.19638585503,58.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
5495757,5495757,5495757,5495754,-55368.37957707594,-86620.93278680561,104418.08094230847,23.0,-55368.37957707594,-86620.93278680561,104418.08094230847,23.0,-286593.9918797597,-448017.6448788942,540310.5903828543,119.0
549575c,549575c,549575c,549575c,-38524.11582452664,-60300.28159251656,72599.895886807,16.0,-38524.11582452664,-60300.28159251656,72599.895886807,16.0,-38524.11582452664,-60300.28159251656,72599.895886807,16.0
549577,549577,549577,549577,-62677.934939377374,-98034.69430949584,117895.49431277315,26.0,-62677.934939377374,-98034.69430949584,117895.49431277315,26.0,-62677.934939377374,-98034.69430949584,117895.49431277315,26.0
54957c,54957c,54957c,54957c,-21683.398107787918,-34025.148939495884,40741.683791174415,9.0,-21683.398107787918,-34025.148939495884,40741.683791174415,9.0,-21683.398107787918,-34025.148939495884,40741.683791174415,9.0
549584,549584,549584,549584,-7162.617878940437,-11351.144494575168,13607.210723470285,3.0,-7162.617878940437,-11351.144494575168,13607.210723470285,3.0,-7162.617878940437,-11351.144494575168,13607.210723470285,3.0
54958c,54958c,54958c,54958c,-9495.820724414996,-15178.757573471701,18134.783604204786,4.0,-9495.820724414996,-15178.757573471701,18134.783604204786,4.0,-9495.820724414996,-15178.757573471701,18134.783604204786,4.0
549594,549594,549594,549594,-114660.7908539797,-181014.65702450604,218186.4509999373,48.0,-114660.7908539797,-181014.65702450604,218186.4509999373,48.0,-114660.7908539797,-181014.65702450604,218186.4509999373,48.0
5495981,5495981,5495984,5495984,-45439.112930475334,-71614.41239601637,86368.76475055059,19.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0
5495983,5495983,5495984,5495984,-40649.055042323125,-64097.258227609294,77263.40873171913,17.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0
5495985,5495985,5495984,5495984,-57433.65502500313,-90481.22066874642,109060.63162773693,24.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0
5495987,5495987,5495984,5495984,-45479.99627585431,-71602.78822169536,86356.8829845569,19.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0,-189001.8192736559,-297795.6795140675,359049.68809456355,79.0
5495989,5495989,5495989,549598c,-95822.09542781202,-150728.79030419834,181776.1313047146,40.0,-95822.09542781202,-150728.79030419834,181776.1313047146,40.0,-316339.6406691851,-497408.8074094859,599791.2260339995,132.0
549598b,549598b,549598b,549598c,-103117.68129822143,-161984.42286993124,195392.53541978294,43.0,-103117.68129822143,-161984.42286993124,195392.53541978294,43.0,-316339.6406691851,-497408.8074094859,599791.2260339995,132.0
549598d,549598d,549598d,549598c,-47933.400427790446,-75384.73175085995,90859.41046547069,20.0,-47933.400427790446,-75384.73175085995,90859.41046547069,20.0,-316339.6406691851,-497408.8074094859,599791.2260339995,132.0
549598f,549598f,549598f,549598c,-69466.46351536115,-109310.86248449642,131763.14884403138,29.0,-69466.46351536115,-109310.86248449642,131763.14884403138,29.0,-316339.6406691851,-497408.8074094859,599791.2260339995,132.0
5495994,5495994,5495994,5495994,-45517.55704086963,-71656.21840632182,86292.74591865504,19.0,-45517.55704086963,-71656.21840632182,86292.74591865504,19.0,-45517.55704086963,-71656.21840632182,86292.74591865504,19.0
549599c,549599c,549599c,549599c,-7179.336560764313,-11314.497747624453,13628.90476392736,3.0,-7179.336560764313,-11314.497747624453,13628.90476392736,3.0,-7179.336560764313,-11314.497747624453,13628.90476392736,3.0
54959b,54959b,54959b,54959b,-7177.144111694551,-11332.821078207771,13614.826181275675,3.0,-7177.144111694551,-11332.821078207771,13614.826181275675,3.0,-7177.144111694551,-11332.821078207771,13614.826181275675,3.0
54959d,54959d,54959d,54959d,-43168.83842039253,-67922.86645642853,81694.64351371743,18.0,-43168.83842039253,-67922.86645642853,81694.64351371743,18.0,-43168.83842039253,-67922.86645642853,81694.64351371743,18.0
54959e4,54959e4,54959e4,54959e4,-91337.30611393462,-143217.38168398506,172504.7226273465,38.0,-91337.30611393462,-143217.38168398506,172504.7226273465,38.0,-91337.30611393462,-143217.38168398506,172504.7226273465,38.0
54959ec,54959ec,54959ec,54959ec,-64768.46946699604,-101817.46466633792,122589.46122717421,27.0,-64768.46946699604,-101817.46466633792,122589.46122717421,27.0,-64768.46946699604,-101817.46466633792,122589.46122717421,27.0
54959f1,54959f1,54959f1,54959f4,-86447.32697755615,-135651.2309839228,163492.88127324462,36.0,-86447.32697755615,-135651.2309839228,163492.88127324462,36.0,-314501.8289816261,-493508.8888686435,595061.5646375238,131.0
54959f3,54959f3,54959f3,54959f4,-47980.81255100251,-75375.8651033391,90841.73843623417,20.0,-47980.81255100251,-75375.8651033391,90841.73843623417,20.0,-314501.8289816261,-493508.8888686435,595061.5646375238,131.0
54959f5,54959f5,54959f5,54959f4,-67184.31532179606,-105470.48141832413,127218.75268373746,28.0,-67184.31532179606,-105470.48141832413,127218.75268373746,28.0,-314501.8289816261,-493508.8888686435,595061.5646375238,131.0
54959f7,54959f7,54959f7,54959f4,-112889.37413127132,-177011.3113630575,213508.19224430757,47.0,-112889.37413127132,-177011.3113630575,213508.19224430757,47.0,-314501.8289816261,-493508.8888686435,595061.5646375238,131.0
54959f9,54959f9,54959f9,54959fc,-76923.66361920408,-120506.01746650052,145344.2670233748,32.0,-76923.66361920408,-120506.01746650052,145344.2670233748,32.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
54959fb,54959fb,54959fb,54959fc,-76893.95353704225,-120572.48281532666,145304.86164590775,32.0,-76893.95353704225,-120572.48281532666,145304.86164590775,32.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
54959fd,54959fd,54959fd,54959fc,-108240.84511193386,-169516.40080910997,204309.46575911416,45.0,-108240.84511193386,-169516.40080910997,204309.46575911416,45.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
54959fe4,54959fe4,54959ff,54959fc,-33687.14727744489,-52718.51809376432,63572.993712673975,14.0,-129921.40260995516,-203320.83764561827,245236.17965622904,54.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
54959fec,54959fec,54959ff,54959fc,-26458.09154939293,-41424.25286538872,49953.58622684852,11.0,-129921.40260995516,-203320.83764561827,245236.17965622904,54.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
54959ff4,54959ff4,54959ff,54959fc,-36083.37749601181,-56474.04714799183,68127.57348570944,15.0,-129921.40260995516,-203320.83764561827,245236.17965622904,54.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
54959ffc,54959ffc,54959ff,54959fc,-33692.78628710553,-52704.019538473345,63582.02623099712,14.0,-129921.40260995516,-203320.83764561827,245236.17965622904,54.0,-391979.8648781353,-613915.7387365554,740194.7740846258,163.0
5495a004,5495a004,5495a01,5495a01,-43324.57369628434,-67749.40040111227,81756.22299529584,18.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0
5495a00c,5495a00c,5495a01,5495a01,-26479.13577840587,-41392.259055673996,49968.95396103776,11.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0
5495a014,5495a014,5495a01,5495a01,-26466.836808731758,-41394.741482753845,49973.41328650055,11.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0
5495a01c,5495a01c,5495a01,5495a01,-28870.221942436907,-45169.58367236123,54508.1959391779,12.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0,-125140.76822585888,-195705.98461190128,236206.78618201206,52.0
5495a024,5495a024,5495a03,5495a03,-52905.74341043562,-82814.70193536863,99940.72177145287,22.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0
5495a02c,5495a02c,5495a03,5495a03,-36055.2690073313,-56469.53479652571,68146.1929144274,15.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0
5495a034,5495a034,5495a03,5495a03,-31251.96574426954,-48927.393672601465,59068.545147666635,13.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0
5495a03c,5495a03c,5495a03,5495a03,-28860.85103688783,-45161.425698631756,54519.91678498852,12.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0,-149073.82919892433,-233373.05610312757,281675.37661853543,62.0
5495a05,5495a05,5495a05,5495a05,-115439.11654748881,-180588.21192730364,218129.54226135788,48.0,-115439.11654748881,-180588.21192730364,218129.54226135788,48.0,-115439.11654748881,-180588.21192730364,218129.54226135788,48.0
5495a064,5495a064,5495a07,5495a07,-40915.457848224025,-63943.36440728078,77250.30784218712,17.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0
5495a06c,5495a06c,5495a07,5495a07,-33691.752183501,-52671.44195212501,63609.563794812966,14.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0
5495a074,5495a074,5495a07,5495a07,-33703.75974352374,-52668.53583009973,63605.60901779943,14.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0
5495a07c,5495a07c,5495a07,5495a07,-28894.865738238237,-45130.97507361791,54527.11483760974,12.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0,-137205.835513487,-214414.31726312346,258992.59549240925,57.0
5495a084,5495a084,5495a09,5495a09,-31306.202319559306,-48883.37721219147,59076.26746609382,13.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0
5495a08c,5495a08c,5495a09,5495a09,-33698.435330535205,-52647.28530648221,63626.01964430022,14.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0
5495a094,5495a094,5495a09,5495a09,-38519.12316719857,-60152.19765562015,72725.2845863128,16.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0
5495a09c,5495a09c,5495a09,5495a09,-48165.90939059163,-75188.07714169234,90899.39172895304,20.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0,-151689.67020788472,-236870.9373159862,286326.9634256599,63.0
5495a0b,5495a0b,5495a0b,5495a0b,-105968.88896775409,-165351.26747175146,200028.28144591104,44.0,-105968.88896775409,-165351.26747175146,200028.28144591104,44.0,-105968.88896775409,-165351.26747175146,200028.28144591104,44.0
5495a0d,5495a0d,5495a0d,5495a0d,-96253.78414145825,-150345.58656882113,181865.38209808047,40.0,-96253.78414145825,-150345.58656882113,181865.38209808047,40.0,-96253.78414145825,-150345.58656882113,181865.38209808047,40.0
