index,config_1,config_2,config_3,config_1_x,config_1_y,config_1_z,config_1_points,config_2_x,config_2_y,config_2_z,config_2_points,config_3_x,config_3_y,config_3_z,config_3_points
864c20b,864c20b,864c20c,864c20c,-21620.836715345897,-180572.8530713296,117676.41294581906,34.0,-38108.4027671206,-318647.19301250426,207689.23442883097,60.0,-38108.4027671206,-318647.19301250426,207689.23442883097,60.0
864c20d,864c20d,864c20c,864c20c,-5083.274762011073,-42478.85026385784,27702.91943002868,8.0,-38108.4027671206,-318647.19301250426,207689.23442883097,60.0,-38108.4027671206,-318647.19301250426,207689.23442883097,60.0
864c20f,864c20f,864c20c,864c20c,-2534.033434243608,-21239.138020191436,13853.293236948673,4.0,-38108.4027671206,-318647.19301250426,207689.23442883097,60.0,-38108.4027671206,-318647.19301250426,207689.23442883097,60.0
864c211,864c211,864c214,864c214,-6331.9385045425115,-53087.39636769258,34649.82146240951,10.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0
864c213,864c213,864c214,864c214,-9525.681895191097,-79625.90493575881,51977.60076359841,15.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0
864c215,864c215,864c214,864c214,-13983.056416474745,-116758.56919535539,76271.56031871885,22.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0
864c217,864c217,864c214,864c214,-3164.3914300542374,-26537.47847910049,17334.724773039212,5.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0,-33005.06824626259,-276009.3489779072,180233.70731776595,52.0
864c219,864c219,864c21c,864c21c,-5679.6732343196045,-47768.48743114491,31203.891851487206,9.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0
864c21b,864c21b,864c21c,864c21c,-11365.005723822112,-95557.54712002455,62375.248378882075,18.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0
864c21d,864c21d,864c21c,864c21c,-9440.006866918195,-79634.76523697075,51979.65686371719,15.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0
864c21f,864c21f,864c21c,864c21c,-11955.307354546494,-100846.431756907,65878.43611713516,19.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0,-38439.99317960642,-323807.2315450472,211437.2332112216,61.0
864c224,864c224,864c23,864c23,-16363.508504318792,-137944.53212821056,90234.20768499628,26.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0
864c22c,864c22c,864c23,864c23,-5665.549217572279,-47724.024685983226,31274.41027704884,9.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0
864c234,864c234,864c23,864c23,-15860.355259157626,-132550.945616511,86875.14210569649,25.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0
864c23c,864c23c,864c23,864c23,-8881.749502409768,-74266.10496989974,48592.7079868544,14.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0,-46771.162483458465,-392485.6074006046,256976.46805459601,74.0
864c244,864c244,864c25,864c25,-10209.735230258117,-84871.74596267464,55529.48861748186,16.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0
864c24c,864c24c,864c25,864c25,-10826.272120620795,-90135.75750218862,59065.85337109939,17.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0
864c254,864c254,864c25,864c25,-15398.115158085995,-127241.96875941512,83379.10818390136,24.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0
864c25c,864c25c,864c25,864c25,-17960.191448417863,-148529.23610382277,97153.8036634312,28.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0,-54394.313957382765,-450778.70832810114,295128.2538359138,85.0
864c264,864c264,864c264,864c27,-25676.678368942397,-212290.5950326385,138625.43830523017,40.0,-25676.678368942397,-212290.5950326385,138625.43830523017,40.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
864c26c,864c26c,864c26c,864c27,-24864.288451301254,-206993.46742857568,135175.73939356714,39.0,-24864.288451301254,-206993.46742857568,135175.73939356714,39.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
864c271,864c271,864c274,864c27,-12147.163148921076,-100878.01244011575,65794.93613956249,19.0,-39596.914453068726,-329231.80646066397,214628.74686514697,62.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
864c273,864c273,864c274,864c27,-7645.830393562689,-63716.274325760096,41553.60401921975,12.0,-39596.914453068726,-329231.80646066397,214628.74686514697,62.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
864c275,864c275,864c274,864c27,-7649.841719610713,-63730.54526205906,41530.974839311595,12.0,-39596.914453068726,-329231.80646066397,214628.74686514697,62.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
864c277,864c277,864c274,864c27,-12154.079190974246,-100906.97443272913,65749.23186705315,19.0,-39596.914453068726,-329231.80646066397,214628.74686514697,62.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
864c27c,864c27c,864c27c,864c27,-23114.122583266188,-191151.37938728134,124624.24619162882,36.0,-23114.122583266188,-191151.37938728134,124624.24619162882,36.0,-113252.00385657857,-939667.2483091595,613054.1707555731,177.0
